Product Name,Category,Sub-Category,Total_Orders,Total_Returns,Avg_Risk_Score,Risk_Level
"Hoover Refrigerator, Silver",Office Supplies,Appliances,8,0,0.033498116,Low
"Hoover Refrigerator, White",Office Supplies,Appliances,11,0,0.034319357,Low
Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Office Supplies,Appliances,4,0,0.040617527,Low
"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",Office Supplies,Appliances,5,0,0.040238177,Low
Hoover Shoulder Vac Commercial Portable Vacuum,Office Supplies,Appliances,6,0,0.040647022,Low
"Hoover Stove, Black",Office Supplies,Appliances,13,1,0.034189078,Low
"Hoover Stove, Red",Office Supplies,Appliances,15,0,0.033015049,Low
"Hoover Stove, Silver",Office Supplies,Appliances,8,0,0.037258442,Low
"Hoover Stove, White",Office Supplies,Appliances,18,2,0.034865931,Low
"Hoover Toaster, Black",Office Supplies,Appliances,11,0,0.034667904,Low
"Hoover Toaster, Red",Office Supplies,Appliances,13,1,0.034080355,Low
"Hoover Toaster, Silver",Office Supplies,Appliances,13,0,0.035611838,Low
"Hoover Toaster, White",Office Supplies,Appliances,14,0,0.034000478,Low
Hoover Upright Vacuum With Dirt Cup,Office Supplies,Appliances,6,0,0.039859516,Low
Hoover WindTunnel Plus Canister Vacuum,Office Supplies,Appliances,3,0,0.03788685,Low
"Hot File 7-Pocket, Floor Stand",Office Supplies,Storage,13,0,0.047395088,Low
"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",Furniture,Furnishings,4,0,0.053392155,Low
"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Furniture,Furnishings,6,0,0.050590608,Low
"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Furniture,Furnishings,6,0,0.05017278,Low
"Howard Miller 12"" Round Wall Clock",Furniture,Furnishings,2,1,0.044887877,Low
Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,Furniture,Furnishings,2,0,0.053688757,Low
"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Furniture,Furnishings,6,0,0.049506582,Low
"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Furniture,Furnishings,7,0,0.048527136,Low
"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",Furniture,Furnishings,5,1,0.054852081,Low
"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furniture,Furnishings,9,0,0.048797414,Low
"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Furniture,Furnishings,7,0,0.052894365,Low
"Howard Miller 16"" Diameter Gallery Wall Clock",Furniture,Furnishings,4,0,0.049880919,Low
Howard Miller Distant Time Traveler Alarm Clock,Furniture,Furnishings,6,0,0.05019316,Low
"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",Office Supplies,Art,1,0,0.055144025,Low
"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Office Supplies,Art,4,0,0.049525824,Low
Hunt Boston Vacuum Mount KS Pencil Sharpener,Office Supplies,Art,5,0,0.053238271,Low
"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,Art,10,0,0.051687036,Low
Hypercom P1300 Pinpad,Technology,Accessories,7,0,0.045128377,Low
I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Technology,Phones,10,1,0.051308394,Low
I.R.I.S IRISCard Anywhere 5 Card Scanner,Technology,Machines,1,0,0.038034012,Low
"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Office Supplies,Paper,6,0,0.047745084,Low
"Ibico 3-Hole Punch, Clear",Office Supplies,Binders,36,1,0.042624469,Low
"Ibico 3-Hole Punch, Durable",Office Supplies,Binders,38,0,0.041806747,Low
"Ibico 3-Hole Punch, Economy",Office Supplies,Binders,32,3,0.042109065,Low
"Ibico 3-Hole Punch, Recycled",Office Supplies,Binders,37,0,0.042292214,Low
"Ibico Binder Covers, Clear",Office Supplies,Binders,50,1,0.041476289,Low
"Ibico Binder Covers, Durable",Office Supplies,Binders,34,1,0.041501703,Low
"Ibico Binder Covers, Economy",Office Supplies,Binders,35,3,0.042564706,Low
"Ibico Binder Covers, Recycled",Office Supplies,Binders,44,2,0.042476514,Low
"Ibico Binder, Clear",Office Supplies,Binders,33,0,0.041857571,Low
"Ibico Binder, Durable",Office Supplies,Binders,33,3,0.04183437,Low
"Ibico Binder, Economy",Office Supplies,Binders,37,2,0.043071659,Low
"Ibico Binder, Recycled",Office Supplies,Binders,38,3,0.041405953,Low
"Ibico Binding Machine, Clear",Office Supplies,Binders,36,0,0.041571244,Low
"Ibico Binding Machine, Durable",Office Supplies,Binders,49,3,0.04209559,Low
"Ibico Binding Machine, Economy",Office Supplies,Binders,35,1,0.042620809,Low
"Ibico Binding Machine, Recycled",Office Supplies,Binders,43,3,0.040142603,Low
Ibico Covers for Plastic or Wire Binding Elements,Office Supplies,Binders,7,0,0.047630178,Low
Ibico EB-19 Dual Function Manual Binding System,Office Supplies,Binders,8,0,0.046254469,Low
Ibico EPK-21 Electric Binding System,Office Supplies,Binders,3,1,0.044581795,Low
Ibico Hi-Tech Manual Binding System,Office Supplies,Binders,11,0,0.049703905,Low
"Ibico Hole Reinforcements, Clear",Office Supplies,Binders,35,2,0.042142336,Low
"Ibico Hole Reinforcements, Durable",Office Supplies,Binders,30,2,0.042043132,Low
"Ibico Hole Reinforcements, Economy",Office Supplies,Binders,43,2,0.040070845,Low
"Ibico Hole Reinforcements, Recycled",Office Supplies,Binders,40,1,0.042042966,Low
Ibico Ibimaster 300 Manual Binding System,Office Supplies,Binders,8,0,0.049765349,Low
"Ibico Index Tab, Clear",Office Supplies,Binders,83,3,0.04217591,Low
"Ibico Index Tab, Durable",Office Supplies,Binders,33,1,0.042014736,Low
"Ibico Index Tab, Economy",Office Supplies,Binders,39,1,0.04208034,Low
Ibico Laser Imprintable Binding System Covers,Office Supplies,Binders,8,1,0.047270535,Low
Ibico Plastic Spiral Binding Combs,Office Supplies,Binders,13,0,0.046706677,Low
Ibico Plastic and Wire Spiral Binding Combs,Office Supplies,Binders,9,1,0.048527294,Low
Ibico Presentation Index for Binding Systems,Office Supplies,Binders,7,1,0.04833875,Low
Ibico Recycled Grain-Textured Covers,Office Supplies,Binders,4,0,0.044746526,Low
Ibico Recycled Linen-Style Covers,Office Supplies,Binders,4,0,0.048702947,Low
Ibico Standard Transparent Covers,Office Supplies,Binders,10,0,0.046556855,Low
Iceberg Mobile Mega Data/Printer Cart ,Office Supplies,Storage,8,0,0.044677877,Low
"Iceberg Nesting Folding Chair, 19w x 6d x 43h",Furniture,Chairs,6,1,0.049712169,Low
"Iceberg OfficeWorks 42"" Round Tables",Furniture,Tables,7,2,0.045370892,Low
Ideal Clamps,Office Supplies,Fasteners,8,0,0.037678108,Low
"Ikea 3-Shelf Cabinet, Metal",Furniture,Bookcases,21,0,0.041171266,Low
"Ikea 3-Shelf Cabinet, Mobile",Furniture,Bookcases,17,0,0.04228368,Low
"Ikea 3-Shelf Cabinet, Pine",Furniture,Bookcases,17,0,0.039797584,Low
"Ikea 3-Shelf Cabinet, Traditional",Furniture,Bookcases,12,0,0.044015631,Low
"Ikea Classic Bookcase, Metal",Furniture,Bookcases,23,2,0.039085396,Low
"Ikea Classic Bookcase, Mobile",Furniture,Bookcases,16,0,0.041295608,Low
"Ikea Classic Bookcase, Pine",Furniture,Bookcases,19,1,0.041887054,Low
"Ikea Classic Bookcase, Traditional",Furniture,Bookcases,21,0,0.03884972,Low
"Ikea Corner Shelving, Metal",Furniture,Bookcases,15,1,0.040326587,Low
"Ikea Corner Shelving, Mobile",Furniture,Bookcases,14,0,0.043567406,Low
"Ikea Corner Shelving, Pine",Furniture,Bookcases,15,1,0.041314856,Low
"Ikea Corner Shelving, Traditional",Furniture,Bookcases,13,0,0.039368272,Low
"Ikea Floating Shelf Set, Metal",Furniture,Bookcases,13,0,0.041876328,Low
"Ikea Floating Shelf Set, Mobile",Furniture,Bookcases,11,0,0.041663434,Low
"Ikea Floating Shelf Set, Pine",Furniture,Bookcases,18,0,0.042992825,Low
"Ikea Floating Shelf Set, Traditional",Furniture,Bookcases,29,0,0.041779804,Low
"Ikea Library with Doors, Metal",Furniture,Bookcases,17,1,0.041892973,Low
"Ikea Library with Doors, Mobile",Furniture,Bookcases,20,1,0.040446878,Low
"Ikea Library with Doors, Pine",Furniture,Bookcases,28,0,0.041664246,Low
"Ikea Library with Doors, Traditional",Furniture,Bookcases,18,0,0.043039476,Low
"Ikea Stackable Bookrack, Metal",Furniture,Bookcases,22,1,0.04172703,Low
"Ikea Stackable Bookrack, Mobile",Furniture,Bookcases,23,2,0.041322607,Low
"Ikea Stackable Bookrack, Pine",Furniture,Bookcases,16,2,0.039931337,Low
"Ikea Stackable Bookrack, Traditional",Furniture,Bookcases,16,0,0.040090939,Low
Imation Bio 2GB USB Flash Drive Imation Corp,Technology,Accessories,3,0,0.047671074,Low
Imation Bio 8GB USB Flash Drive Imation Corp,Technology,Accessories,4,0,0.048878212,Low
Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,Technology,Accessories,9,0,0.048337887,Low
Imation 30456 USB Flash Drive 8GB,Technology,Accessories,5,0,0.050216447,Low
Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,Technology,Accessories,5,1,0.047121345,Low
Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,Technology,Accessories,3,1,0.045897095,Low
Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Technology,Accessories,8,1,0.048715003,Low
Imation Clip USB flash drive - 8 GB,Technology,Accessories,7,1,0.049574114,Low
Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Technology,Accessories,5,0,0.043834539,Low
Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,Technology,Accessories,6,0,0.042171226,Low
Imation Swivel Flash Drive USB flash drive - 8 GB,Technology,Accessories,2,0,0.050554276,Low
Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,Technology,Accessories,3,0,0.045858425,Low
"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Office Supplies,Paper,4,1,0.042650056,Low
"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",Office Supplies,Paper,3,0,0.041088855,Low
Innergie mMini Combo Duo USB Travel Charging Kit,Technology,Phones,6,0,0.050125587,Low
Insertable Tab Indexes For Data Binders,Office Supplies,Binders,5,1,0.05244846,Low
Insertable Tab Post Binder Dividers,Office Supplies,Binders,8,1,0.050674065,Low
"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",Office Supplies,Envelopes,3,0,0.044266631,Low
"Iris 3-Drawer Stacking Bin, Black",Office Supplies,Storage,3,0,0.048547075,Low
Iris Project Case,Office Supplies,Storage,6,0,0.043776406,Low
"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Office Supplies,Paper,6,0,0.048212703,Low
JBL Micro Wireless Portable Bluetooth Speaker,Technology,Phones,6,0,0.053239978,Low
JM Magazine Binder,Office Supplies,Binders,6,0,0.048220939,Low
Jabra BIZ 2300 Duo QD Duo Corded Headset,Technology,Phones,4,0,0.046941945,Low
Jabra SPEAK 410,Technology,Phones,9,0,0.050986607,Low
Jabra SPEAK 410 Multidevice Speakerphone,Technology,Phones,3,0,0.0533532,Low
Jabra Supreme Plus Driver Edition Headset,Technology,Phones,5,1,0.054563633,Low
Jackery Bar Premium Fast-charging Portable Charger,Technology,Phones,4,0,0.048362437,Low
Jawbone JAMBOX Wireless Bluetooth Speaker,Technology,Phones,3,0,0.045325049,Low
Jawbone MINI JAMBOX Wireless Bluetooth Speaker,Technology,Phones,5,0,0.047224048,Low
Jensen SMPS-640 - speaker phone,Technology,Phones,4,0,0.04931733,Low
Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Office Supplies,Envelopes,4,2,0.04290423,Low
"Jiffy Business Envelopes, Recycled",Office Supplies,Envelopes,45,1,0.041211254,Low
"Jiffy Business Envelopes, Security-Tint",Office Supplies,Envelopes,22,2,0.041034525,Low
"Jiffy Business Envelopes, Set of 50",Office Supplies,Envelopes,16,2,0.044074999,Low
"Jiffy Clasp Envelope, Recycled",Office Supplies,Envelopes,18,0,0.042414412,Low
"Jiffy Clasp Envelope, Security-Tint",Office Supplies,Envelopes,15,0,0.043926139,Low
"Jiffy Clasp Envelope, Set of 50",Office Supplies,Envelopes,14,0,0.041683834,Low
"Jiffy Clasp Envelope, with clear poly window",Office Supplies,Envelopes,22,0,0.040276071,Low
"Jiffy Interoffice Envelope, Recycled",Office Supplies,Envelopes,17,0,0.040187743,Low
"Jiffy Interoffice Envelope, Security-Tint",Office Supplies,Envelopes,13,0,0.046069779,Low
"Jiffy Interoffice Envelope, Set of 50",Office Supplies,Envelopes,14,0,0.042113103,Low
"Jiffy Interoffice Envelope, with clear poly window",Office Supplies,Envelopes,13,0,0.041359008,Low
"Jiffy Mailers, Recycled",Office Supplies,Envelopes,17,1,0.04262471,Low
"Jiffy Mailers, Security-Tint",Office Supplies,Envelopes,18,1,0.042746325,Low
"Jiffy Mailers, Set of 50",Office Supplies,Envelopes,14,1,0.042080426,Low
"Jiffy Mailers, with clear poly window",Office Supplies,Envelopes,16,0,0.040988363,Low
"Jiffy Manila Envelope, Recycled",Office Supplies,Envelopes,11,0,0.04049961,Low
"Jiffy Manila Envelope, Security-Tint",Office Supplies,Envelopes,15,0,0.040338148,Low
"Jiffy Manila Envelope, Set of 50",Office Supplies,Envelopes,15,1,0.043623465,Low
"Jiffy Manila Envelope, with clear poly window",Office Supplies,Envelopes,22,0,0.041321944,Low
Jiffy Padded Mailers with Self-Seal Closure,Office Supplies,Envelopes,1,0,0.042395928,Low
"Jiffy Peel and Seal, Recycled",Office Supplies,Envelopes,17,1,0.040423803,Low
"Jiffy Peel and Seal, Security-Tint",Office Supplies,Envelopes,16,0,0.040268831,Low
"Jiffy Peel and Seal, Set of 50",Office Supplies,Envelopes,15,2,0.042048415,Low
"Jiffy Peel and Seal, with clear poly window",Office Supplies,Envelopes,25,3,0.042500637,Low
KI Adjustable-Height Table,Furniture,Tables,18,1,0.0479408,Low
KI Conference Tables,Furniture,Tables,8,1,0.050734915,Low
KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,Technology,Phones,3,0,0.045512393,Low
Kensington 4 Outlet MasterPiece Compact Power Control Center,Office Supplies,Appliances,7,0,0.04215293,Low
Kensington 6 Outlet Guardian Standard Surge Protector,Office Supplies,Appliances,6,1,0.035692544,Low
Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,Office Supplies,Appliances,2,0,0.035538031,Low
Kensington 6 Outlet SmartSocket Surge Protector,Office Supplies,Appliances,2,0,0.043474449,Low
Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Office Supplies,Appliances,5,1,0.040501148,Low
Kensington 7 Outlet MasterPiece Power Center,Office Supplies,Appliances,5,0,0.039195687,Low
Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Office Supplies,Appliances,4,0,0.033446718,Low
Kensington Expert Mouse Optical USB Trackball for PC or Mac,Technology,Accessories,6,1,0.04460001,Low
Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,Technology,Accessories,6,0,0.045007249,Low
Kensington Orbit Wireless Mobile Trackball for PC and Mac,Technology,Accessories,5,0,0.049068752,Low
Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,Technology,Accessories,4,0,0.050555167,Low
KeyTronic 6101 Series - Keyboard - Black,Technology,Accessories,2,0,0.040726083,Low
KeyTronic E03601U1 - Keyboard - Beige,Technology,Accessories,6,0,0.045542441,Low
KeyTronic KT400U2 - Keyboard - Black,Technology,Accessories,3,0,0.048735754,Low
KeyTronic KT800P2 - Keyboard - Black,Technology,Accessories,3,0,0.048503564,Low
Kingston Digital DataTraveler 16GB USB 2.0,Technology,Accessories,13,0,0.046479029,Low
Kingston Digital DataTraveler 32GB USB 2.0,Technology,Accessories,7,0,0.048804387,Low
Kingston Digital DataTraveler 64GB USB 2.0,Technology,Accessories,2,0,0.04708153,Low
Kingston Digital DataTraveler 8GB USB 2.0,Technology,Accessories,3,0,0.047617337,Low
"KitchenAid Blender, Black",Office Supplies,Appliances,15,0,0.036706268,Low
"KitchenAid Blender, Silver",Office Supplies,Appliances,17,1,0.036484088,Low
"KitchenAid Blender, White",Office Supplies,Appliances,6,0,0.035003334,Low
"KitchenAid Coffee Grinder, Black",Office Supplies,Appliances,6,0,0.034098727,Low
"KitchenAid Coffee Grinder, Red",Office Supplies,Appliances,11,0,0.036177609,Low
"KitchenAid Coffee Grinder, Silver",Office Supplies,Appliances,8,0,0.037011602,Low
"KitchenAid Coffee Grinder, White",Office Supplies,Appliances,10,0,0.033700866,Low
"KitchenAid Microwave, Black",Office Supplies,Appliances,9,0,0.035632233,Low
"KitchenAid Microwave, Red",Office Supplies,Appliances,15,0,0.031273651,Low
"KitchenAid Microwave, Silver",Office Supplies,Appliances,18,2,0.035902129,Low
"KitchenAid Microwave, White",Office Supplies,Appliances,10,0,0.036581019,Low
"KitchenAid Refrigerator, Black",Office Supplies,Appliances,10,1,0.03480959,Low
"KitchenAid Refrigerator, Red",Office Supplies,Appliances,6,2,0.034194562,Low
"KitchenAid Refrigerator, Silver",Office Supplies,Appliances,13,0,0.036840712,Low
"KitchenAid Refrigerator, White",Office Supplies,Appliances,11,0,0.03775687,Low
"KitchenAid Stove, Black",Office Supplies,Appliances,12,0,0.036667377,Low
"KitchenAid Stove, Red",Office Supplies,Appliances,11,0,0.036282921,Low
"KitchenAid Stove, Silver",Office Supplies,Appliances,12,1,0.035502387,Low
"KitchenAid Stove, White",Office Supplies,Appliances,5,0,0.034845331,Low
"KitchenAid Toaster, Black",Office Supplies,Appliances,17,0,0.035477099,Low
"KitchenAid Toaster, Red",Office Supplies,Appliances,10,0,0.033711548,Low
"KitchenAid Toaster, Silver",Office Supplies,Appliances,10,0,0.036089401,Low
"KitchenAid Toaster, White",Office Supplies,Appliances,18,0,0.033827659,Low
"Kleencut Box Cutter, Easy Grip",Office Supplies,Supplies,10,0,0.046926,Low
"Kleencut Box Cutter, High Speed",Office Supplies,Supplies,30,0,0.046364889,Low
"Kleencut Box Cutter, Serrated",Office Supplies,Supplies,20,0,0.0441866,Low
"Kleencut Box Cutter, Steel",Office Supplies,Supplies,19,3,0.04574371,Low
Kleencut Forged Office Shears by Acme United Corporation,Office Supplies,Supplies,2,0,0.047032084,Low
"Kleencut Letter Opener, Easy Grip",Office Supplies,Supplies,37,0,0.04500992,Low
"Kleencut Letter Opener, High Speed",Office Supplies,Supplies,15,0,0.04087468,Low
"Kleencut Letter Opener, Steel",Office Supplies,Supplies,16,1,0.046872033,Low
"Kleencut Ruler, Easy Grip",Office Supplies,Supplies,21,1,0.042552186,Low
"Kleencut Ruler, High Speed",Office Supplies,Supplies,18,2,0.045599809,Low
"Kleencut Ruler, Serrated",Office Supplies,Supplies,15,0,0.045223207,Low
"Kleencut Ruler, Steel",Office Supplies,Supplies,17,0,0.048249121,Low
"Kleencut Scissors, Easy Grip",Office Supplies,Supplies,14,1,0.045106513,Low
"Kleencut Scissors, High Speed",Office Supplies,Supplies,22,2,0.045974155,Low
"Kleencut Scissors, Serrated",Office Supplies,Supplies,20,1,0.044814148,Low
"Kleencut Scissors, Steel",Office Supplies,Supplies,20,0,0.046383791,Low
"Kleencut Shears, Easy Grip",Office Supplies,Supplies,19,1,0.046762838,Low
"Kleencut Shears, High Speed",Office Supplies,Supplies,18,2,0.048331324,Low
"Kleencut Shears, Serrated",Office Supplies,Supplies,27,1,0.047046766,Low
"Kleencut Shears, Steel",Office Supplies,Supplies,22,0,0.046089255,Low
"Kleencut Trimmer, Easy Grip",Office Supplies,Supplies,19,1,0.046323426,Low
"Kleencut Trimmer, High Speed",Office Supplies,Supplies,20,1,0.043809006,Low
"Kleencut Trimmer, Serrated",Office Supplies,Supplies,15,1,0.044262079,Low
"Kleencut Trimmer, Steel",Office Supplies,Supplies,26,2,0.046758974,Low
Konftel 250 Conference phone - Charcoal black,Technology,Phones,4,0,0.048969348,Low
"Konica Calculator, Durable",Technology,Machines,6,0,0.0382341,Low
"Konica Calculator, Red",Technology,Machines,12,0,0.035335901,Low
"Konica Calculator, White",Technology,Machines,9,0,0.039282252,Low
"Konica Calculator, Wireless",Technology,Machines,11,0,0.039013826,Low
"Konica Card Printer, Durable",Technology,Machines,10,0,0.037696169,Low
"Konica Card Printer, Red",Technology,Machines,19,2,0.037637785,Low
"Konica Card Printer, White",Technology,Machines,8,0,0.040651914,Low
"Konica Card Printer, Wireless",Technology,Machines,11,0,0.038659052,Low
"Konica Inkjet, Durable",Technology,Machines,10,0,0.039273893,Low
"Konica Inkjet, White",Technology,Machines,18,0,0.036413335,Low
"Konica Inkjet, Wireless",Technology,Machines,22,0,0.036348729,Low
Konica Minolta magicolor 1690MF Multifunction Printer,Technology,Machines,1,0,0.043334384,Low
"Konica Phone, Durable",Technology,Machines,10,0,0.039385425,Low
"Konica Phone, Red",Technology,Machines,19,3,0.037771747,Low
"Konica Phone, White",Technology,Machines,15,1,0.0385975,Low
"Konica Phone, Wireless",Technology,Machines,15,1,0.038571811,Low
"Konica Printer, Durable",Technology,Machines,9,1,0.037324805,Low
"Konica Printer, Red",Technology,Machines,9,0,0.035770495,Low
"Konica Printer, White",Technology,Machines,12,0,0.03857733,Low
"Konica Printer, Wireless",Technology,Machines,8,1,0.03707408,Low
"Konica Receipt Printer, Durable",Technology,Machines,16,0,0.035871034,Low
"Konica Receipt Printer, Red",Technology,Machines,12,1,0.036956134,Low
"Konica Receipt Printer, White",Technology,Machines,13,0,0.034072771,Low
"Konica Receipt Printer, Wireless",Technology,Machines,14,1,0.036443722,Low
"Kraft Business Envelopes, Recycled",Office Supplies,Envelopes,30,0,0.041137228,Low
"Kraft Business Envelopes, Security-Tint",Office Supplies,Envelopes,18,2,0.043910723,Low
"Kraft Business Envelopes, Set of 50",Office Supplies,Envelopes,19,1,0.042643355,Low
"Kraft Clasp Envelope, Recycled",Office Supplies,Envelopes,17,1,0.040713723,Low
"Kraft Clasp Envelope, Security-Tint",Office Supplies,Envelopes,13,0,0.042114055,Low
"Kraft Clasp Envelope, Set of 50",Office Supplies,Envelopes,20,1,0.04301608,Low
"Kraft Clasp Envelope, with clear poly window",Office Supplies,Envelopes,28,1,0.042029933,Low
"Kraft Interoffice Envelope, Recycled",Office Supplies,Envelopes,17,2,0.039173648,Low
"Kraft Interoffice Envelope, Security-Tint",Office Supplies,Envelopes,21,0,0.039873623,Low
"Kraft Interoffice Envelope, Set of 50",Office Supplies,Envelopes,19,1,0.040928979,Low
"Kraft Interoffice Envelope, with clear poly window",Office Supplies,Envelopes,20,2,0.042433008,Low
"Kraft Mailers, Recycled",Office Supplies,Envelopes,16,0,0.041576652,Low
"Kraft Mailers, Security-Tint",Office Supplies,Envelopes,19,2,0.041467236,Low
"Kraft Mailers, Set of 50",Office Supplies,Envelopes,15,0,0.042515701,Low
"Kraft Mailers, with clear poly window",Office Supplies,Envelopes,13,0,0.041053084,Low
"Kraft Manila Envelope, Recycled",Office Supplies,Envelopes,20,0,0.042829097,Low
"Kraft Manila Envelope, Security-Tint",Office Supplies,Envelopes,20,0,0.041413548,Low
"Kraft Manila Envelope, Set of 50",Office Supplies,Envelopes,22,1,0.042262055,Low
"Kraft Manila Envelope, with clear poly window",Office Supplies,Envelopes,15,1,0.044164792,Low
"Kraft Peel and Seal, Recycled",Office Supplies,Envelopes,16,3,0.040470529,Low
"Kraft Peel and Seal, Security-Tint",Office Supplies,Envelopes,18,1,0.040497922,Low
"Kraft Peel and Seal, Set of 50",Office Supplies,Envelopes,21,0,0.042284494,Low
"Kraft Peel and Seal, with clear poly window",Office Supplies,Envelopes,20,0,0.04334924,Low
"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Technology,Phones,8,0,0.050778368,Low
LG Electronics Tone+ HBS-730 Bluetooth Headset,Technology,Phones,4,0,0.045685343,Low
LG Exalt,Technology,Phones,3,0,0.047309769,Low
LG G2,Technology,Phones,1,0,0.047261884,Low
LG G3,Technology,Phones,4,0,0.046979433,Low
Laminate Occasional Tables,Furniture,Tables,3,0,0.052898023,Low
Large Capacity Hanging Post Binders,Office Supplies,Binders,5,0,0.052999157,Low
Laser & Ink Jet Business Envelopes,Office Supplies,Envelopes,5,0,0.049176424,Low
"Leather Task Chair, Black",Furniture,Chairs,6,0,0.048759123,Low
Lenovo 17-Key USB Numeric Keypad,Technology,Accessories,5,2,0.045895923,Low
"Lesro Coffee Table, Adjustable Height",Furniture,Tables,6,0,0.046238647,Low
"Lesro Coffee Table, Fully Assembled",Furniture,Tables,3,0,0.04489847,Low
"Lesro Coffee Table, Rectangular",Furniture,Tables,4,0,0.046874027,Low
"Lesro Coffee Table, with Bottom Storage",Furniture,Tables,6,0,0.042119588,Low
"Lesro Computer Table, Adjustable Height",Furniture,Tables,6,0,0.042707731,Low
"Lesro Computer Table, Fully Assembled",Furniture,Tables,7,0,0.041674147,Low
"Lesro Computer Table, with Bottom Storage",Furniture,Tables,3,0,0.045350678,Low
"Lesro Conference Table, Adjustable Height",Furniture,Tables,6,1,0.041449344,Low
"Lesro Conference Table, Fully Assembled",Furniture,Tables,5,0,0.042521019,Low
"Lesro Conference Table, Rectangular",Furniture,Tables,6,0,0.046158389,Low
"Lesro Conference Table, with Bottom Storage",Furniture,Tables,8,1,0.040900111,Low
"Lesro Round Back Collection Coffee Table, End Table",Furniture,Tables,8,1,0.050013405,Low
"Lesro Round Table, Adjustable Height",Furniture,Tables,5,0,0.047587036,Low
"Lesro Round Table, Fully Assembled",Furniture,Tables,5,0,0.044554482,Low
"Lesro Round Table, Rectangular",Furniture,Tables,8,0,0.043026924,Low
"Lesro Round Table, with Bottom Storage",Furniture,Tables,3,1,0.040371612,Low
"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Furniture,Tables,9,1,0.049222511,Low
"Lesro Training Table, Adjustable Height",Furniture,Tables,7,1,0.045294189,Low
"Lesro Training Table, Fully Assembled",Furniture,Tables,6,1,0.046560215,Low
"Lesro Training Table, Rectangular",Furniture,Tables,5,0,0.049236477,Low
"Lesro Training Table, with Bottom Storage",Furniture,Tables,4,0,0.045318008,Low
"Lesro Wood Table, Adjustable Height",Furniture,Tables,5,1,0.046884531,Low
"Lesro Wood Table, Fully Assembled",Furniture,Tables,6,0,0.042602478,Low
"Lesro Wood Table, Rectangular",Furniture,Tables,6,0,0.044555178,Low
"Lesro Wood Table, with Bottom Storage",Furniture,Tables,2,0,0.051985024,Low
Letter Size Cart,Office Supplies,Storage,8,0,0.045352145,Low
Letter Size File,Office Supplies,Storage,2,0,0.042013435,Low
Letter Slitter,Office Supplies,Supplies,2,0,0.054717464,Low
Letter or Legal Size Expandable Poly String Tie Envelopes,Office Supplies,Envelopes,4,0,0.041097984,Low
"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",Office Supplies,Storage,4,0,0.042424622,Low
Lexmark 20R1285 X6650 Wireless All-in-One Printer,Technology,Machines,2,0,0.043318314,Low
Lexmark MX611dhe Monochrome Laser Printer,Technology,Machines,4,0,0.039412909,Low
Lexmark MarkNet N8150 Wireless Print Server,Technology,Machines,2,0,0.044355455,Low
Lexmark S315 Color Inkjet Printer,Technology,Machines,2,0,0.038254777,Low
Lexmark X 9575 Professional All-in-One Color Printer,Technology,Machines,1,0,0.045321202,Low
